marker,article,previous,current,next,link
"(Witten and Milne, 2008)",W10-3506,"Although Spreading Activation (SA) is foremost a cognitive theory modelling semantic memory (Collins and Loftus, 1975), it has been applied computationally to IR with various levels of success (Preece, 1982), with the biggest hurdle in this regard the cost of creating an associative network or knowledge base with adequate conceptual coverage (Crestani, 1997).","Recent knowledge-based methods for computing semantic similarity between texts based on Wikipedia, such as Wikipedia Link-based Measure (WLM) (Witten and Milne, 2008) and Explicit Semantic Analysis (ESA) (Gabrilovich and Markovitch, 2007), have been found to outperform earlier WordNet-based methods (Budanitsky and Hirst, 2001), arguably due to Wikipedia's larger conceptual coverage.","WLM treats the anchor text in Wikipedia articles as links to other articles (all links are treated equally), and compare concepts based on how much overlap exists in the out-links of the articles representing them.",http://www.aclweb.org/anthology/W/W10/W10-3506.pdf
"(Gabrilovich and Markovitch, 2007)",W10-3506,"Although Spreading Activation (SA) is foremost a cognitive theory modelling semantic memory (Collins and Loftus, 1975), it has been applied computationally to IR with various levels of success (Preece, 1982), with the biggest hurdle in this regard the cost of creating an associative network or knowledge base with adequate conceptual coverage (Crestani, 1997).","Recent knowledge-based methods for computing semantic similarity between texts based on Wikipedia, such as Wikipedia Link-based Measure (WLM) (Witten and Milne, 2008) and Explicit Semantic Analysis (ESA) (Gabrilovich and Markovitch, 2007), have been found to outperform earlier WordNet-based methods (Budanitsky and Hirst, 2001), arguably due to Wikipedia's larger conceptual coverage.","WLM treats the anchor text in Wikipedia articles as links to other articles (all links are treated equally), and compare concepts based on how much overlap exists in the out-links of the articles representing them.",http://www.aclweb.org/anthology/W/W10/W10-3506.pdf
"(Budanitsky and Hirst, 2001)",W10-3506,"Although Spreading Activation (SA) is foremost a cognitive theory modelling semantic memory (Collins and Loftus, 1975), it has been applied computationally to IR with various levels of success (Preece, 1982), with the biggest hurdle in this regard the cost of creating an associative network or knowledge base with adequate conceptual coverage (Crestani, 1997).","Recent knowledge-based methods for computing semantic similarity between texts based on Wikipedia, such as Wikipedia Link-based Measure (WLM) (Witten and Milne, 2008) and Explicit Semantic Analysis (ESA) (Gabrilovich and Markovitch, 2007), have been found to outperform earlier WordNet-based methods (Budanitsky and Hirst, 2001), arguably due to Wikipedia's larger conceptual coverage.","WLM treats the anchor text in Wikipedia articles as links to other articles (all links are treated equally), and compare concepts based on how much overlap exists in the out-links of the articles representing them.",http://www.aclweb.org/anthology/W/W10/W10-3506.pdf
(2009),W10-3506,Text is categorised as vectors in this concept space and similarity is computed as the cosine similarity of their ESA vectors.,"The most similar work to ours is Yeh (2009) in which the authors derive a graph structure from the inter-article links in Wikipedia pages, and then perform random walks over the graph to compute relatedness.","In Wikipedia, users create links between articles which are seen to be related to some degree.",http://www.aclweb.org/anthology/W/W10/W10-3506.pdf
"(Berger et al., 2004)",W10-3506,"In Wikipedia, users create links between articles which are seen to be related to some degree.","Since links relate one article to its neighbours, and by extension to their neighbours, we extract and process this hyperlink structure (using SA) as an Associative Network (AN) (Berger et al., 2004) of concepts and links relating them to one another.","The SA algorithm can briefly be described as an iterative process of propagating real-valued energy from one or more source nodes, via weighted links over an associative network (each such a propagation is called a pulse).",http://www.aclweb.org/anthology/W/W10/W10-3506.pdf
"(Witten and Milne, 2008)",W10-3506,47,"Links into pages are used, since this leads to better results (Witten and Milne, 2008).","The Wikipedia graph structure is represented in an adjacency list structure, i.e.",http://www.aclweb.org/anthology/W/W10/W10-3506.pdf
"(Crestani, 1997)",W10-3506,4 Adapting Spreading Activation for Wikipedia's Hyperlink Structure,"Each pulse in the Spreading Activation (SA) process consists of three stages: 1) pre-adjustment, 2) spreading, and 3) post-adjustment (Crestani, 1997).","During pre- and post-adjustment, some form of activation decay is optionally applied to the active nodes.",http://www.aclweb.org/anthology/W/W10/W10-3506.pdf
"(Crestani, 1997)",W10-3506,(1) vjN(vi),"This pure model of SA has several significant problems, the most notable being that activation can saturate the entire network unless certain constraints are imposed, namely limiting how far activation can spread from the initially activated nodes (distance constraint), and limiting the effect of very highly-connected nodes (fanout constraint) (Crestani, 1997).",In the following three sections we discuss how these constraints were implemented in our model for SA.,http://www.aclweb.org/anthology/W/W10/W10-3506.pdf
"(Salton and McGill, 1983)",W10-3506,"For instance, we consider a path connecting two nodes via a general article such as USA (connected to 322,000 articles) not nearly as indicative of a semantic relationship, as a path connecting them via a very specific concept, such as Hair Pin (only connected to 20 articles).","Inverse Link-Frequency (ILF) is inspired by the term-frequency inverse document-frequency (tf-idf) heuristic (Salton and McGill, 1983) in which a term's weight is reduced as it is contained in more documents in the corpus.","It is based on the idea that the more a term appears in documents across the corpus, the less it can discriminate any one of those documents.",http://www.aclweb.org/anthology/W/W10/W10-3506.pdf
[0],W10-3506,ILF reaches a maximum of log |G |when |N(vi) |= 1 (see Equation 2).,"We therefore divide by log |G |to normalise its range to [0,1].",Threshold constraint,http://www.aclweb.org/anthology/W/W10/W10-3506.pdf
[1],W10-3506,ILF reaches a maximum of log |G |when |N(vi) |= 1 (see Equation 2).,"We therefore divide by log |G |to normalise its range to [0,1].",Threshold constraint,http://www.aclweb.org/anthology/W/W10/W10-3506.pdf
"(Witten and Milne, 2008)",W10-3506,The second approach is called the Agglomerative Approach since we agglomerate all activations into one score resembling relatedness.,"After spreading has terminated, relatedness is computed as the amount of overlap between the individual nodes' activation vectors, using either the cosine similarity (AA-cos), or an adapted version of the information theory based WLM (Witten and Milne, 2008) measure.",Assume the same set of initial nodes vi and vj.,http://www.aclweb.org/anthology/W/W10/W10-3506.pdf
"(Witten and Milne, 2008)",W10-3506,(4) ||Ai |Aj||,"For our adaptation of the Wikipedia Link-based Measure (WLM) approach to spreading activation, we define the WLM Agglomerative Approach (henceforth called AA-wlm2) as 2AA-wlm is our adaptation of WLM (Witten and Milne, 2008) for SA, not to be confused with their method, which we simply call WLM.","simAA,cos(Ai, Aj) A Ai  Aj",http://www.aclweb.org/anthology/W/W10/W10-3506.pdf
(2007),W10-3506,Experimental Method,"In order to compare our method with results reported by Gabrilovich and Markovitch (2007) and Witten and Milne (2008), we followed the same approach by randomly selecting Algorithm 1 Pseudo code to spread activation depth-first from node vi up to level Lp,max, using global decay d, and threshold T, given an adjacency list graph structure G and a weighting scheme W such that 0 < wig E W < 1.","Require: G, Lp,-ax, d, T function SPREAD UNIDIR(vi, A, P) if (vi, ai) E/ A or ai < T then > Threshold return end if Add vi to P > To avoid cycles for vj E N(vi) do > Process neighbours if (vj, aj) E/ A then aj = 0 end if if vj E/ P and JPJ < Lp,-ax then aj =aj+ai*wij*d Replace (vj, aj) E A with (vj, aj ) SPREAD UNIDIR(vj, A, P) end if end for return end function",http://www.aclweb.org/anthology/W/W10/W10-3506.pdf
(2008),W10-3506,Experimental Method,"In order to compare our method with results reported by Gabrilovich and Markovitch (2007) and Witten and Milne (2008), we followed the same approach by randomly selecting Algorithm 1 Pseudo code to spread activation depth-first from node vi up to level Lp,max, using global decay d, and threshold T, given an adjacency list graph structure G and a weighting scheme W such that 0 < wig E W < 1.","Require: G, Lp,-ax, d, T function SPREAD UNIDIR(vi, A, P) if (vi, ai) E/ A or ai < T then > Threshold return end if Add vi to P > To avoid cycles for vj E N(vi) do > Process neighbours if (vj, aj) E/ A then aj = 0 end if if vj E/ P and JPJ < Lp,-ax then aj =aj+ai*wij*d Replace (vj, aj) E A with (vj, aj ) SPREAD UNIDIR(vj, A, P) end if end for return end function",http://www.aclweb.org/anthology/W/W10/W10-3506.pdf
"(Gabrilovich, 2002)",W10-3506,"Require: G, Lp,-ax, d, T function SPREAD UNIDIR(vi, A, P) if (vi, ai) E/ A or ai < T then > Threshold return end if Add vi to P > To avoid cycles for vj E N(vi) do > Process neighbours if (vj, aj) E/ A then aj = 0 end if if vj E/ P and JPJ < Lp,-ax then aj =aj+ai*wij*d Replace (vj, aj) E A with (vj, aj ) SPREAD UNIDIR(vj, A, P) end if end for return end function","50 word-pairs from the WordSimilarity-353 dataset (Gabrilovich, 2002) and correlating our method's scores with the human-assigned scores.","To reduce the possibility of overestimating the performance of our technique on a sample set that happens to be favourable to our technique, we furthermore implemented a technique of repeated holdout (Witten and Frank, 2005): Given a sample test set of N pairs of words with human-assigned ratings of relatedness, randomly divide this set into k parts of roughly equal size3.",http://www.aclweb.org/anthology/W/W10/W10-3506.pdf
"(Witten and Frank, 2005)",W10-3506,"50 word-pairs from the WordSimilarity-353 dataset (Gabrilovich, 2002) and correlating our method's scores with the human-assigned scores.","To reduce the possibility of overestimating the performance of our technique on a sample set that happens to be favourable to our technique, we furthermore implemented a technique of repeated holdout (Witten and Frank, 2005): Given a sample test set of N pairs of words with human-assigned ratings of relatedness, randomly divide this set into k parts of roughly equal size3.",Hold out one part of the data and iteratively evaluate the performance of the algorithm on the remaining k1 parts until all k parts have been held out once.,http://www.aclweb.org/anthology/W/W10/W10-3506.pdf
"(Witten and Milne, 2008)",W10-3506,"Secondly, the AA-cos spreading strategy significantly outperforms the AA-wlm strategy over this sample set (pmax,wlm = 0.60 vs pmax,cos = 0.70).","These results compare favourably to similar inter-concept results reported for WLM (Witten and Milne, 2008) (p = 0.69) and ESA (Gabrilovich and Markovitch, 2007) (p = 0.75).","Maximum path length Lp,max is related to how far one node can spread its activation in the network.",http://www.aclweb.org/anthology/W/W10/W10-3506.pdf
"(Gabrilovich and Markovitch, 2007)",W10-3506,"Secondly, the AA-cos spreading strategy significantly outperforms the AA-wlm strategy over this sample set (pmax,wlm = 0.60 vs pmax,cos = 0.70).","These results compare favourably to similar inter-concept results reported for WLM (Witten and Milne, 2008) (p = 0.69) and ESA (Gabrilovich and Markovitch, 2007) (p = 0.75).","Maximum path length Lp,max is related to how far one node can spread its activation in the network.",http://www.aclweb.org/anthology/W/W10/W10-3506.pdf
"(Csomai and Mihalcea, 2008)",W10-3506,"To compute document similarity, we first extract key representative Wikipedia concepts from a document to produce document concept vectors4.","This process is known as wikification (Csomai and Mihalcea, 2008), and we used an implementation of Milne and Witten (2008).","This produces document concept vectors of the form Vi = {(id1, w1), (id2, w2), ...} with idi some Wikipedia article identifier and wi a weight denoting how strongly the concept relates to the current document.",http://www.aclweb.org/anthology/W/W10/W10-3506.pdf
(2008),W10-3506,"To compute document similarity, we first extract key representative Wikipedia concepts from a document to produce document concept vectors4.","This process is known as wikification (Csomai and Mihalcea, 2008), and we used an implementation of Milne and Witten (2008).","This produces document concept vectors of the form Vi = {(id1, w1), (id2, w2), ...} with idi some Wikipedia article identifier and wi a weight denoting how strongly the concept relates to the current document.",http://www.aclweb.org/anthology/W/W10/W10-3506.pdf
(2005),W10-3506,"This produces document concept vectors of the form Vi = {(id1, w1), (id2, w2), ...} with idi some Wikipedia article identifier and wi a weight denoting how strongly the concept relates to the current document.","We next present two algorithms, MAXSIM and WIKISPREAD, for computing document similarity, and test these over the Lee (2005) document similarity dataset, a set of 50 documents between 51 and 126 words each, with the averaged gold standard similarity ratings produced by 83 test subjects (see (Lee et al., 2005)).",The first metric we propose is called MAXSIM (see Algorithm 2) and is based on the idea of measuring document similarity by pairing up each Wikipedia concept in one document's concept vector with its most similar concept in the other document.,http://www.aclweb.org/anthology/W/W10/W10-3506.pdf
"(Lee et al., 2005)",W10-3506,"This produces document concept vectors of the form Vi = {(id1, w1), (id2, w2), ...} with idi some Wikipedia article identifier and wi a weight denoting how strongly the concept relates to the current document.","We next present two algorithms, MAXSIM and WIKISPREAD, for computing document similarity, and test these over the Lee (2005) document similarity dataset, a set of 50 documents between 51 and 126 words each, with the averaged gold standard similarity ratings produced by 83 test subjects (see (Lee et al., 2005)).",The first metric we propose is called MAXSIM (see Algorithm 2) and is based on the idea of measuring document similarity by pairing up each Wikipedia concept in one document's concept vector with its most similar concept in the other document.,http://www.aclweb.org/anthology/W/W10/W10-3506.pdf
(2007),W10-3506,Table 4: Summary of final document similarity correlations over the Lee & Pincombe document similarity dataset.,ESA score from Gabrilovich and Markovitch (2007).,Pearson p Cosine VSM (with tf-idf) only 0.56 MaxSim method 0.68 WikiSpread method 0.62 ESA 0.72 Combined (Cosine + MaxSim) 0.72,http://www.aclweb.org/anthology/W/W10/W10-3506.pdf
"(Salton and McGill, 1983)",W10-3506,We therefore hypothesise that combining the two approaches will lead to more robust document similarity performance.,"Therefore, the final document similarity metric we evaluate (COMBINED) is a linear combination of the best-performing Wikipedia-based methods described above, and the well-known Vector Space Model (VSM) with cosine similarity and tf-idf (Salton and McGill, 1983).",Results,http://www.aclweb.org/anthology/W/W10/W10-3506.pdf
(2005),W10-3506,Results,"The results obtained on the Lee (2005) document similarity dataset using the three document similarity metrics (MAXSIM, WIKISPREAD, and COMBINED) are summarised in Table 4.","Of the two Wikipedia-only methods, the MaxSim method achieves the best correlation score of p = 0.68.",http://www.aclweb.org/anthology/W/W10/W10-3506.pdf
(2005),W10-3506,This suggests that selective knowledge-based augmentation of simple VSM methods can lead to more accurate document similarity performance.,Figure 1: Parameter sweep over A showing contributions from cosine (A) and Wikipedia-based MAXSIM method (1  A) to the final performance over the Lee (2005) dataset.,9 Conclusion,http://www.aclweb.org/anthology/W/W10/W10-3506.pdf
"(Gabrilovich and Markovitch, 2007)",W10-3506,"Finally, we show that using our best Wikipedia-based method to augment the cosine VSM method using tf-idf, leads to the best results.","The final result of p = 0.72 is equal to that reported for ESA (Gabrilovich and Markovitch, 2007), while requiring less than 10% of the Wikipedia database required for ESA.",Table 4 summarises the document-similarity results.,http://www.aclweb.org/anthology/W/W10/W10-3506.pdf
"(Brown et al., 1993)",P05-1058,1 Introduction,"Word alignment was first proposed as an intermediate result of statistical machine translation (Brown et al., 1993).","In recent years, many researchers have employed statistical models (Wu, 1997; Och and Ney, 2003; Cherry and Lin, 2003) or association measures (Smadja et al., 1996; Ahrenberg et al., 1998; Tufis and Barbu, 2002) to build alignment links.",http://www.aclweb.org/anthology/P/P05/P05-1058.pdf
"(Wu, 1997",P05-1058,"Word alignment was first proposed as an intermediate result of statistical machine translation (Brown et al., 1993).","In recent years, many researchers have employed statistical models (Wu, 1997; Och and Ney, 2003; Cherry and Lin, 2003) or association measures (Smadja et al., 1996; Ahrenberg et al., 1998; Tufis and Barbu, 2002) to build alignment links.","In order to achieve satisfactory results, all of these methods require a large-scale bilingual corpus for training.",http://www.aclweb.org/anthology/P/P05/P05-1058.pdf
"Och and Ney, 2003",P05-1058,"Word alignment was first proposed as an intermediate result of statistical machine translation (Brown et al., 1993).","In recent years, many researchers have employed statistical models (Wu, 1997; Och and Ney, 2003; Cherry and Lin, 2003) or association measures (Smadja et al., 1996; Ahrenberg et al., 1998; Tufis and Barbu, 2002) to build alignment links.","In order to achieve satisfactory results, all of these methods require a large-scale bilingual corpus for training.",http://www.aclweb.org/anthology/P/P05/P05-1058.pdf
"Cherry and Lin, 2003)",P05-1058,"Word alignment was first proposed as an intermediate result of statistical machine translation (Brown et al., 1993).","In recent years, many researchers have employed statistical models (Wu, 1997; Och and Ney, 2003; Cherry and Lin, 2003) or association measures (Smadja et al., 1996; Ahrenberg et al., 1998; Tufis and Barbu, 2002) to build alignment links.","In order to achieve satisfactory results, all of these methods require a large-scale bilingual corpus for training.",http://www.aclweb.org/anthology/P/P05/P05-1058.pdf
"(Smadja et al., 1996",P05-1058,"Word alignment was first proposed as an intermediate result of statistical machine translation (Brown et al., 1993).","In recent years, many researchers have employed statistical models (Wu, 1997; Och and Ney, 2003; Cherry and Lin, 2003) or association measures (Smadja et al., 1996; Ahrenberg et al., 1998; Tufis and Barbu, 2002) to build alignment links.","In order to achieve satisfactory results, all of these methods require a large-scale bilingual corpus for training.",http://www.aclweb.org/anthology/P/P05/P05-1058.pdf
"Ahrenberg et al., 1998",P05-1058,"Word alignment was first proposed as an intermediate result of statistical machine translation (Brown et al., 1993).","In recent years, many researchers have employed statistical models (Wu, 1997; Och and Ney, 2003; Cherry and Lin, 2003) or association measures (Smadja et al., 1996; Ahrenberg et al., 1998; Tufis and Barbu, 2002) to build alignment links.","In order to achieve satisfactory results, all of these methods require a large-scale bilingual corpus for training.",http://www.aclweb.org/anthology/P/P05/P05-1058.pdf
"Tufis and Barbu, 2002)",P05-1058,"Word alignment was first proposed as an intermediate result of statistical machine translation (Brown et al., 1993).","In recent years, many researchers have employed statistical models (Wu, 1997; Och and Ney, 2003; Cherry and Lin, 2003) or association measures (Smadja et al., 1996; Ahrenberg et al., 1998; Tufis and Barbu, 2002) to build alignment links.","In order to achieve satisfactory results, all of these methods require a large-scale bilingual corpus for training.",http://www.aclweb.org/anthology/P/P05/P05-1058.pdf
"(Ker and Chang, 1997)",P05-1058,"In order to achieve satisfactory results, all of these methods require a large-scale bilingual corpus for training.","When the large-scale bilingual corpus is not available, some researchers use existing dictionaries to improve word alignment (Ker and Chang, 1997).","However, only a few studies (Wu and Wang, 2004) directly address the problem of domain-specific word alignment when neither the large-scale domain-specific bilingual corpus nor the domain-specific translation dictionary is available.",http://www.aclweb.org/anthology/P/P05/P05-1058.pdf
"(Wu and Wang, 2004)",P05-1058,"When the large-scale bilingual corpus is not available, some researchers use existing dictionaries to improve word alignment (Ker and Chang, 1997).","However, only a few studies (Wu and Wang, 2004) directly address the problem of domain-specific word alignment when neither the large-scale domain-specific bilingual corpus nor the domain-specific translation dictionary is available.","In this paper, we address the problem of word alignment in a specific domain, in which only a small-scale corpus is available.",http://www.aclweb.org/anthology/P/P05/P05-1058.pdf
"(Iyer et al., 1997)",P05-1058,We implement this by using alignment model adaptation.,"Although the adaptation technology is widely used for other tasks such as language modeling (Iyer et al., 1997), only a few studies, to the best of our knowledge, directly address word alignment adaptation.",Wu and Wang (2004) adapted the alignment results obtained with the out-of-domain corpus to the results obtained with the in-domain corpus.,http://www.aclweb.org/anthology/P/P05/P05-1058.pdf
(2004),P05-1058,"Although the adaptation technology is widely used for other tasks such as language modeling (Iyer et al., 1997), only a few studies, to the best of our knowledge, directly address word alignment adaptation.",Wu and Wang (2004) adapted the alignment results obtained with the out-of-domain corpus to the results obtained with the in-domain corpus.,"This method first trained two models and two translation dictionaries with the in-domain corpus and the out-of-domain corpus, respectively.",http://www.aclweb.org/anthology/P/P05/P05-1058.pdf
"(Brown et al., 1993)",P05-1058,2 Statistical Word Alignment,"According to the IBM models (Brown et al., 1993), the statistical word alignment model can be generally represented as in Equation (1).","f e , ) = | a '  |e)  p(a' ,  |) f e (1) , a ( f p ( a p",http://www.aclweb.org/anthology/P/P05/P05-1058.pdf
"(Al-Onaizan et al., 1999)",P05-1058,"f e , ) = | a '  |e)  p(a' ,  |) f e (1) , a ( f p ( a p","In this paper, we use a simplified IBM model 4 (Al-Onaizan et al., 1999), which is shown in Equation (2).","This simplified version does not take word classes into account as described in (Brown et al., 1993).",http://www.aclweb.org/anthology/P/P05/P05-1058.pdf
"(Brown et al., 1993)",P05-1058,"In this paper, we use a simplified IBM model 4 (Al-Onaizan et al., 1999), which is shown in Equation (2).","This simplified version does not take word classes into account as described in (Brown et al., 1993).","p(a,  |e) =  Pr( ,  |) f ( , )   e   l m , , 1 j = j : 0 a j =  n(i  |ei ) i i =1 i=1 m m e) m 0 l l |  ,  e)Pr(=  p(a, | f ( , )     m 0 = 0   p   20 0 p1  ! )",http://www.aclweb.org/anthology/P/P05/P05-1058.pdf
"(Brown et al., 1993)",P05-1058,"p(a,  |e) =  Pr( ,  |) f ( , )   e   l m , , 1 j = j : 0 a j =  n(i  |ei ) i i =1 i=1 m m e) m 0 l l |  ,  e)Pr(=  p(a, | f ( , )     m 0 = 0   p   20 0 p1  ! )","d j a ( | j t (fj   |e j a (3) 1 A cept is defined as the set of target words connected to a source word (Brown et al., 1993). )",") ( |   t f e j a j i 1, 0 aj= = l m  )  n(i  |e = 1 = i j 1 m j j= 1, 0 a j = m 0 ( ([ ( )] ( j h a d j c =   )) j 1 aj m ([ ( )] ( ( )))) j h a d j p j =   j > 1   + 0 =   p   m 0  2  0 0 p1 } i = max{i ': i' >",http://www.aclweb.org/anthology/P/P05/P05-1058.pdf
"(Och and Ney, 2000)",P05-1058,"Thus, some multi-word units in the domain-specific corpus cannot be correctly aligned.","In order to deal with this problem, we perform word alignment in two directions (source to target, and target to source) as described in (Och and Ney, 2000).",The GIZA++ toolkit2 is used to perform statistical word alignment.,http://www.aclweb.org/anthology/P/P05/P05-1058.pdf
"more frequently in a specific domain than in the general domain, it can usually be considered as a domain-specific word et al., 2001)",P05-1058,Equation (8) indicates that if a word occurs,"more frequently in a specific domain than in the general domain, it can usually be considered as a domain-specific word et al., 2001).",For,http://www.aclweb.org/anthology/P/P05/P05-1058.pdf
"(Och and Ney, 2000)",P05-1058,"By taking the intersection of the two word alignment results, we build a new alignment set.","The alignment links in this intersection set are extended by iteratively adding word alignment links into it as described in (Och and Ney, 2000).","Based on the extended alignment links, we build a translation dictionary.",http://www.aclweb.org/anthology/P/P05/P05-1058.pdf
"(Dunning, 1993)",P05-1058,"Based on the extended alignment links, we build a translation dictionary.","In order to filter the noise caused by the error alignment links, we only retain those translation pairs whose log-likelihood ratio scores (Dunning, 1993) are above a threshold.",Based on the alignment results on the d one-to-many alignments.,http://www.aclweb.org/anthology/P/P05/P05-1058.pdf
"(Wu and Wang, 2004)",P05-1058,6 Evaluation,"The first method is descri ed in (Wu and Wang, 2004).","We call it ""Result Adaptation (ResAdapt)"".",http://www.aclweb.org/anthology/P/P05/P05-1058.pdf
"(Melamed, 1997)",P05-1058,The detailed algorithm is shown in Figure 2.,"For each sentence pair, there are two different word alignment results, from which the final alignment links are selected according to their translation probabilities in the dictionary D. The selection order is similar to that in the competitive linking algorithm (Melamed, 1997).",The difference is that we allow many-to-one an We compare our method with four other methods.,http://www.aclweb.org/anthology/P/P05/P05-1058.pdf
"(Wu and Wang, 2004)",P05-1058,6.2 Evaluation Metrics,"We use the same evaluation metrics as described in (Wu and Wang, 2004).","If we use to represent SG the set of alignment links identified by the proposed methods and to denote the reference SC alignment set, the methods to calculate the precision, recall, f-measure, and alignment error rate (AER) are shown in Equation (13), (14), (15), and (16).",http://www.aclweb.org/anthology/P/P05/P05-1058.pdf
"(Wu and Wang, 2004)",P05-1058,Results,"In order to further compare our method with the method described in (Wu and Wang, 2004).","We do another experiment using almost the same-scale in-domain training corpus as described in (Wu and Wang, 2004).",http://www.aclweb.org/anthology/P/P05/P05-1058.pdf
"(Wu and Wang, 2004)",P05-1058,"In order to further compare our method with the method described in (Wu and Wang, 2004).","We do another experiment using almost the same-scale in-domain training corpus as described in (Wu and Wang, 2004).","From the in-domain training corpus, we randomly select about 500 sentence pairs to build the smaller training set.",http://www.aclweb.org/anthology/P/P05/P05-1058.pdf
"(Wu and Wang, 2004)",P05-1058,472,"while the method ""ResAdapt"" described in (Wu and Wang, 2004) only achieves an error rate reduction of 8.59%.","Compared with the method ""ResAdapt"", our method achieves an error rate reduction of 10.15%.",http://www.aclweb.org/anthology/P/P05/P05-1058.pdf
"(Wu and Wang, 2004)",P05-1058,"Compared with the method ""ResAdapt"", our method achieves an error rate reduction of 10.15%.","This result is different from that in (Wu and Wang, 2004), where their method achieved an error rate reduction of 21.96% as compared with the method ""Gen+Spec"".","The main reason is that the in-domain training corpus and testing corpus in this paper are different from those in (Wu and Wang, 2004).",http://www.aclweb.org/anthology/P/P05/P05-1058.pdf
"(Wu and Wang, 2004)",P05-1058,"This result is different from that in (Wu and Wang, 2004), where their method achieved an error rate reduction of 21.96% as compared with the method ""Gen+Spec"".","The main reason is that the in-domain training corpus and testing corpus in this paper are different from those in (Wu and Wang, 2004).","The training data and the testing data described in (Wu and Wang, 2004) are from a single manual.",http://www.aclweb.org/anthology/P/P05/P05-1058.pdf
"(Wu and Wang, 2004)",P05-1058,"The main reason is that the in-domain training corpus and testing corpus in this paper are different from those in (Wu and Wang, 2004).","The training data and the testing data described in (Wu and Wang, 2004) are from a single manual.",The data in our corpus are from several manuals describing how to use the diagnostic ultrasound systems.,http://www.aclweb.org/anthology/P/P05/P05-1058.pdf
(2000),P05-1058,The data in our corpus are from several manuals describing how to use the diagnostic ultrasound systems.,"In addition to the above evaluations, we also evaluate our model adaptation method using the ""refined"" combination in Och and Ney (2000) instead of the translation dictionary.","Using the ""refined"" method to select the alignments produced by our model adaptation method (AER: 0.2371) still yields better result than directly combining out-of-domain and in-domain corpora as training data of the ""refined"" method (AER: 0.2290).",http://www.aclweb.org/anthology/P/P05/P05-1058.pdf
"(Wu and Wang, 2004)",P05-1058,Our method achieves a relative error rate reduction of 17.43% as compared with the method directly combining the out-of-domain corpus and the in-domain corpus as training data.,"It also achieves a relative error rate reduction of 6.56% as compared with the previous work in (Wu and Wang, 2004).","In addition, when we train the model with a smaller-scale in-domain corpus as described in (Wu and Wang, 2004), our method achieves an error rate reduction of 10.15% as compared with the method in (Wu and Wang, 2004).",http://www.aclweb.org/anthology/P/P05/P05-1058.pdf
"(Wu and Wang, 2004)",P05-1058,"It also achieves a relative error rate reduction of 6.56% as compared with the previous work in (Wu and Wang, 2004).","In addition, when we train the model with a smaller-scale in-domain corpus as described in (Wu and Wang, 2004), our method achieves an error rate reduction of 10.15% as compared with the method in (Wu and Wang, 2004).",We also use in-domain corpora and out-of-domain corpora of different sizes to perform adaptation experiments.,http://www.aclweb.org/anthology/P/P05/P05-1058.pdf
"(Wu and Wang, 2004)",P05-1058,"It also achieves a relative error rate reduction of 6.56% as compared with the previous work in (Wu and Wang, 2004).","In addition, when we train the model with a smaller-scale in-domain corpus as described in (Wu and Wang, 2004), our method achieves an error rate reduction of 10.15% as compared with the method in (Wu and Wang, 2004).",We also use in-domain corpora and out-of-domain corpora of different sizes to perform adaptation experiments.,http://www.aclweb.org/anthology/P/P05/P05-1058.pdf
(1995),W12-1635,Little work has been reported on measures of the relationship between dialogue complexity and the semantic structure of a DS application's database.,"Zadrozny (1995) proposes Q-Complexity, which roughly corresponds to vocabulary size, and is essentially the number of questions that can be asked about a database.","Pollard and Bierman (2000) describe a similar measure that considers the number of bits required to distinguish every object, attribute, and relationship in the semantic space.",http://www.aclweb.org/anthology/W/W12/W12-1635.pdf
(2000),W12-1635,"Zadrozny (1995) proposes Q-Complexity, which roughly corresponds to vocabulary size, and is essentially the number of questions that can be asked about a database.","Pollard and Bierman (2000) describe a similar measure that considers the number of bits required to distinguish every object, attribute, and relationship in the semantic space.",Gorin et al (2000) distinguish between semantic and linguistic complexity of calls to a spoken DS.,http://www.aclweb.org/anthology/W/W12/W12-1635.pdf
(2000),W12-1635,"Pollard and Bierman (2000) describe a similar measure that considers the number of bits required to distinguish every object, attribute, and relationship in the semantic space.",Gorin et al (2000) distinguish between semantic and linguistic complexity of calls to a spoken DS.,"Semantic complexity is measured by inheritance relations between call types, the number of type labels per call, and how often calls are routed to human agents.",http://www.aclweb.org/anthology/W/W12/W12-1635.pdf
(2003),W12-1635,"Linguistic complexity is measured by utterance length, vocabulary size and perplexity.","Popescu et al (2003) identify a class of ""semantically tractable"" natural language questions that can be mapped to an SQL query to return the question's unique correct answer.",Ambiguous questions with multiple correct answers are not considered semantically tractable.,http://www.aclweb.org/anthology/W/W12/W12-1635.pdf
(2008),W12-1635,Ambiguous questions with multiple correct answers are not considered semantically tractable.,"Polifroni and Walker (2008) address how to present informative options to users who are exploring a database, for example, to choose a restaurant.","When a query returns many options, their system summarizes the return using attribute value pairs shared by many of the members.",http://www.aclweb.org/anthology/W/W12/W12-1635.pdf
[0],W12-1635,"A larger query return size indicates a more ambiguous attribute, one less able to distinguish among instances in I.","To produce specificity values in the range [0, 1], w(j) should decrease as j increases, but not penalize any query that returns a single instance, that is, w(1) = 1.","The faster w decreases, the more it penalizes an ambiguous attribute.",http://www.aclweb.org/anthology/W/W12/W12-1635.pdf
